0.00393701 	 -0.01672913 
0.01181102 	 -0.04717499 
0.01968504 	 -0.07516532 
0.02755906 	 -0.10097978 
0.03543307 	 -0.12500925 
0.04330709 	 -0.14764869 
0.05118110 	 -0.16929633 
0.05905512 	 -0.19028506 
0.06692913 	 -0.21085153 
0.07480315 	 -0.23110778 
0.08267717 	 -0.25104007 
0.09055118 	 -0.27052162 
0.09842520 	 -0.28933873 
0.10629921 	 -0.30722075 
0.11417323 	 -0.32387032 
0.12204724 	 -0.33898984 
0.12992126 	 -0.35230409 
0.13779528 	 -0.36357849 
0.14566929 	 -0.37263383 
0.15354331 	 -0.37935696 
0.16141732 	 -0.38370731 
0.16929134 	 -0.38571851 
0.17716535 	 -0.38549494 
0.18503937 	 -0.38320351 
0.19291339 	 -0.37906143 
0.20078740 	 -0.37332138 
0.20866142 	 -0.36625542 
0.21653543 	 -0.35813949 
0.22440945 	 -0.34923945 
0.23228346 	 -0.33979990 
0.24015748 	 -0.33003606 
0.24803150 	 -0.32012895 
0.25590551 	 -0.31022353 
0.26377953 	 -0.30042935 
0.27165354 	 -0.29082317 
0.27952756 	 -0.28145288 
0.28740157 	 -0.27234213 
0.29527559 	 -0.26349523 
0.30314961 	 -0.25490197 
0.31102362 	 -0.24654194 
0.31889764 	 -0.23838838 
0.32677165 	 -0.23041128 
0.33464567 	 -0.22257990 
0.34251969 	 -0.21486457 
0.35039370 	 -0.20723796 
0.35826772 	 -0.19967588 
0.36614173 	 -0.19215761 
0.37401575 	 -0.18466598 
0.38188976 	 -0.17718724 
0.38976378 	 -0.16971075 
0.39763780 	 -0.16222857 
0.40551181 	 -0.15473505 
0.41338583 	 -0.14722639 
0.42125984 	 -0.13970023 
0.42913386 	 -0.13215529 
0.43700787 	 -0.12459105 
0.44488189 	 -0.11700745 
0.45275591 	 -0.10940473 
0.46062992 	 -0.10178319 
0.46850394 	 -0.09414311 
0.47637795 	 -0.08648465 
0.48425197 	 -0.07880777 
0.49212598 	 -0.07111221 
0.50000000 	 -0.06339746 
0.50787402 	 -0.05566275 
0.51574803 	 -0.04790710 
0.52362205 	 -0.04012924 
0.53149606 	 -0.03232771 
0.53937008 	 -0.02450085 
0.54724409 	 -0.01664678 
0.55511811 	 -0.00876345 
0.56299213 	 -0.00084864 
0.57086614 	 0.00710004 
0.57874016 	 0.01508514 
0.58661417 	 0.02310941 
0.59448819 	 0.03117575 
0.60236220 	 0.03928725 
0.61023622 	 0.04744722 
0.61811024 	 0.05565920 
0.62598425 	 0.06392695 
0.63385827 	 0.07225451 
0.64173228 	 0.08064618 
0.64960630 	 0.08910655 
0.65748031 	 0.09764051 
0.66535433 	 0.10625321 
0.67322835 	 0.11495003 
0.68110236 	 0.12373655 
0.68897638 	 0.13261847 
0.69685039 	 0.14160144 
0.70472441 	 0.15069099 
0.71259843 	 0.15989224 
0.72047244 	 0.16920973 
0.72834646 	 0.17864704 
0.73622047 	 0.18820648 
0.74409449 	 0.19788866 
0.75196850 	 0.20769200 
0.75984252 	 0.21761225 
0.76771654 	 0.22764194 
0.77559055 	 0.23776978 
0.78346457 	 0.24798018 
0.79133858 	 0.25825261 
0.79921260 	 0.26856123 
0.80708661 	 0.27887441 
0.81496063 	 0.28915450 
0.82283465 	 0.29935765 
0.83070866 	 0.30943388 
0.83858268 	 0.31932734 
0.84645669 	 0.32897684 
0.85433071 	 0.33831701 
0.86220472 	 0.34728026 
0.87007874 	 0.35580057 
0.87795276 	 0.36382095 
0.88582677 	 0.37130762 
0.89370079 	 0.37827639 
0.90157480 	 0.38483931 
0.90944882 	 0.39128061 
0.91732283 	 0.39817141 
0.92519685 	 0.40652041 
0.93307087 	 0.41794660 
0.94094488 	 0.43481431 
0.94881890 	 0.46026713 
0.95669291 	 0.49800525 
0.96456693 	 0.55178929 
0.97244094 	 0.62440189 
0.98031496 	 0.71655743 
0.98818898 	 0.82500413 
0.99606299 	 0.94269642 
