0.00393701 	 0.02939852 
0.01181102 	 0.08158212 
0.01968504 	 0.12759113 
0.02755906 	 0.16743259 
0.03543307 	 0.20138748 
0.04330709 	 0.22998830 
0.05118110 	 0.25396096 
0.05905512 	 0.27411344 
0.06692913 	 0.29122596 
0.07480315 	 0.30596927 
0.08267717 	 0.31885960 
0.09055118 	 0.33024960 
0.09842520 	 0.34034565 
0.10629921 	 0.34923998 
0.11417323 	 0.35694722 
0.12204724 	 0.36343797 
0.12992126 	 0.36866559 
0.13779528 	 0.37258515 
0.14566929 	 0.37516553 
0.15354331 	 0.37639606 
0.16141732 	 0.37628924 
0.16929134 	 0.37488106 
0.17716535 	 0.37222949 
0.18503937 	 0.36841190 
0.19291339 	 0.36352181 
0.20078740 	 0.35766508 
0.20866142 	 0.35095588 
0.21653543 	 0.34351270 
0.22440945 	 0.33545435 
0.23228346 	 0.32689645 
0.24015748 	 0.31794829 
0.24803150 	 0.30871031 
0.25590551 	 0.29927230 
0.26377953 	 0.28971218 
0.27165354 	 0.28009549 
0.27952756 	 0.27047541 
0.28740157 	 0.26089337 
0.29527559 	 0.25137992 
0.30314961 	 0.24195598 
0.31102362 	 0.23263415 
0.31889764 	 0.22342020 
0.32677165 	 0.21431445 
0.33464567 	 0.20531307 
0.34251969 	 0.19640933 
0.35039370 	 0.18759462 
0.35826772 	 0.17885930 
0.36614173 	 0.17019338 
0.37401575 	 0.16158709 
0.38188976 	 0.15303119 
0.38976378 	 0.14451726 
0.39763780 	 0.13603780 
0.40551181 	 0.12758628 
0.41338583 	 0.11915714 
0.42125984 	 0.11074570 
0.42913386 	 0.10234805 
0.43700787 	 0.09396097 
0.44488189 	 0.08558181 
0.45275591 	 0.07720833 
0.46062992 	 0.06883863 
0.46850394 	 0.06047105 
0.47637795 	 0.05210406 
0.48425197 	 0.04373620 
0.49212598 	 0.03536605 
0.50000000 	 0.02699214 
0.50787402 	 0.01861292 
0.51574803 	 0.01022680 
0.52362205 	 0.00183203 
0.53149606 	 -0.00657321 
0.53937008 	 -0.01499088 
0.54724409 	 -0.02342302 
0.55511811 	 -0.03187178 
0.56299213 	 -0.04033941 
0.57086614 	 -0.04882818 
0.57874016 	 -0.05734042 
0.58661417 	 -0.06587843 
0.59448819 	 -0.07444450 
0.60236220 	 -0.08304077 
0.61023622 	 -0.09166926 
0.61811024 	 -0.10033174 
0.62598425 	 -0.10902966 
0.63385827 	 -0.11776408 
0.64173228 	 -0.12653556 
0.64960630 	 -0.13534403 
0.65748031 	 -0.14418874 
0.66535433 	 -0.15306812 
0.67322835 	 -0.16197971 
0.68110236 	 -0.17092012 
0.68897638 	 -0.17988501 
0.69685039 	 -0.18886922 
0.70472441 	 -0.19786691 
0.71259843 	 -0.20687197 
0.72047244 	 -0.21587860 
0.72834646 	 -0.22488217 
0.73622047 	 -0.23388049 
0.74409449 	 -0.24287553 
0.75196850 	 -0.25187572 
0.75984252 	 -0.26089890 
0.76771654 	 -0.26997585 
0.77559055 	 -0.27915454 
0.78346457 	 -0.28850477 
0.79133858 	 -0.29812279 
0.79921260 	 -0.30813528 
0.80708661 	 -0.31870155 
0.81496063 	 -0.33001236 
0.82283465 	 -0.34228352 
0.83070866 	 -0.35574174 
0.83858268 	 -0.37060040 
0.84645669 	 -0.38702303 
0.85433071 	 -0.40507334 
0.86220472 	 -0.42465236 
0.87007874 	 -0.44542587 
0.87795276 	 -0.46674893 
0.88582677 	 -0.48759854 
0.89370079 	 -0.50653066 
0.90157480 	 -0.52168243 
0.90944882 	 -0.53084467 
0.91732283 	 -0.53162859 
0.92519685 	 -0.52174497 
0.93307087 	 -0.49938442 
0.94094488 	 -0.46366312 
0.94881890 	 -0.41500195 
0.95669291 	 -0.35534996 
0.96456693 	 -0.28799920 
0.97244094 	 -0.21718139 
0.98031496 	 -0.14721338 
0.98818898 	 -0.08197719 
0.99606299 	 -0.02419178 
